contig_id,cluster_id
NODE_3484_length_1601_cov_2.453428,12
NODE_1703_length_2465_cov_1.987137,11
NODE_5891_length_1201_cov_1.510471,21
NODE_5962_length_1193_cov_1.867311,14
NODE_6305_length_1158_cov_1.658205,12
NODE_6546_length_1136_cov_1.252544,17
NODE_860_length_3770_cov_3.114401,27
NODE_6247_length_1163_cov_1.625451,18
NODE_1191_length_3040_cov_2.515243,11
NODE_544_length_5003_cov_2.913703,10
NODE_532_length_5091_cov_2.754964,18
NODE_7481_length_1062_cov_1.512413,12
NODE_4725_length_1352_cov_1.706245,9
NODE_5680_length_1224_cov_1.595381,9
NODE_3844_length_1516_cov_1.811088,17
NODE_1665_length_2497_cov_1.764947,5
NODE_7917_length_1031_cov_2.727459,17
NODE_6479_length_1142_cov_21.490340,12
NODE_1294_length_2911_cov_2.467087,10
NODE_8024_length_1024_cov_2.056760,9
NODE_788_length_4004_cov_2.203343,11
NODE_7397_length_1067_cov_1.561265,5
NODE_6193_length_1168_cov_1.691824,5
NODE_1223_length_3002_cov_8.271802,28
NODE_2157_length_2134_cov_2.617605,27
NODE_2197_length_2111_cov_1.912451,11
NODE_7361_length_1070_cov_1.834483,21
NODE_677_length_4374_cov_2.858069,18
NODE_5842_length_1206_cov_1.531712,11
NODE_2214_length_2099_cov_3.023483,4
NODE_2763_length_1829_cov_2.675310,30
NODE_2999_length_1747_cov_1.966312,17
NODE_5794_length_1210_cov_2.985281,12
NODE_6265_length_1162_cov_1.369467,18
NODE_168_length_9901_cov_2.731871,4
NODE_7049_length_1093_cov_1.549133,30
NODE_8262_length_1009_cov_1.785115,30
NODE_5146_length_1293_cov_2.355412,14
NODE_3243_length_1668_cov_6.991321,12
NODE_3409_length_1622_cov_1.862157,14
NODE_4625_length_1367_cov_1.943598,12
NODE_6789_length_1114_cov_2.706327,12
NODE_4312_length_1420_cov_1.473260,14
NODE_7198_length_1083_cov_1.767510,21
NODE_4354_length_1411_cov_2.745575,4
NODE_4183_length_1445_cov_1.398561,21
NODE_7474_length_1062_cov_2.039722,12
NODE_3082_length_1720_cov_1.746547,11
NODE_3628_length_1567_cov_2.491402,18
NODE_3673_length_1555_cov_2.117333,12
NODE_707_length_4265_cov_7.484086,28
NODE_1083_length_3265_cov_3.452336,27
NODE_6601_length_1131_cov_1.406134,14
NODE_5558_length_1238_cov_1.276416,14
NODE_87_length_14244_cov_3.113116,10
NODE_8380_length_1001_cov_1.604651,21
NODE_6726_length_1120_cov_1.126761,21
NODE_1826_length_2358_cov_2.531481,10
NODE_5333_length_1265_cov_1.804132,15
NODE_1769_length_2406_cov_2.277329,18
NODE_1943_length_2267_cov_2.774412,27
NODE_2705_length_1849_cov_1.730212,11
NODE_4837_length_1334_cov_2.389367,17
NODE_4078_length_1465_cov_1.915603,30
NODE_2883_length_1786_cov_1.938764,9
NODE_3292_length_1655_cov_1.506875,14
NODE_2635_length_1879_cov_2.113487,10
NODE_4836_length_1335_cov_1.553906,17
NODE_6440_length_1146_cov_1.554537,14
NODE_1277_length_2936_cov_1.955224,17
NODE_2800_length_1814_cov_2.718590,18
NODE_3419_length_1619_cov_2.349744,18
NODE_5336_length_1265_cov_1.489256,21
NODE_1076_length_3284_cov_3.043357,27
NODE_4359_length_1411_cov_1.477876,30
NODE_2909_length_1777_cov_2.944832,10
NODE_1094_length_3246_cov_2.310874,10
NODE_7429_length_1065_cov_2.004950,12
NODE_3466_length_1607_cov_1.808634,12
NODE_5588_length_1234_cov_1.670908,14
NODE_4892_length_1326_cov_1.727773,14
NODE_1047_length_3337_cov_1.971664,17
NODE_1640_length_2514_cov_2.007727,11
NODE_2482_length_1944_cov_2.805717,10
NODE_2919_length_1775_cov_1.357558,17
NODE_4486_length_1389_cov_1.510495,14
NODE_6803_length_1113_cov_1.548204,14
NODE_7642_length_1051_cov_1.670683,30
NODE_6593_length_1131_cov_2.167286,14
NODE_5140_length_1294_cov_3.793382,27
NODE_6490_length_1142_cov_1.448022,12
NODE_7473_length_1062_cov_2.143992,9
NODE_7356_length_1070_cov_2.536946,17
NODE_6403_length_1149_cov_1.668190,14
NODE_7720_length_1045_cov_1.854545,15
NODE_4963_length_1318_cov_1.482185,21
NODE_8051_length_1022_cov_2.426060,14
NODE_4844_length_1333_cov_2.006260,12
NODE_1251_length_2971_cov_2.799040,4
NODE_2586_length_1898_cov_1.728161,18
NODE_4472_length_1391_cov_1.965569,11
NODE_2758_length_1831_cov_1.903716,21
NODE_5864_length_1203_cov_3.732578,17
NODE_5556_length_1238_cov_1.665258,14
NODE_5297_length_1270_cov_1.801646,18
NODE_7239_length_1081_cov_1.666667,21
NODE_7756_length_1043_cov_1.645749,17
NODE_4042_length_1473_cov_2.552186,10
NODE_1411_length_2759_cov_1.694157,11
NODE_3040_length_1736_cov_1.528257,21
NODE_7706_length_1047_cov_1.308468,14
NODE_5073_length_1303_cov_1.563301,12
NODE_1235_length_2989_cov_2.967621,10
NODE_602_length_4708_cov_2.731141,18
NODE_2392_length_1991_cov_1.567665,3
NODE_362_length_6356_cov_3.101571,4
NODE_794_length_3988_cov_2.837020,10
NODE_5575_length_1235_cov_1.808475,9
NODE_7063_length_1092_cov_1.468660,12
NODE_7881_length_1035_cov_1.263265,17
NODE_1926_length_2278_cov_2.078722,12
NODE_2564_length_1910_cov_1.829111,14
NODE_760_length_4086_cov_2.695113,4
NODE_5474_length_1248_cov_2.487846,18
NODE_6534_length_1136_cov_23.972248,18
NODE_5289_length_1271_cov_1.978618,17
NODE_1202_length_3030_cov_2.946891,10
NODE_2587_length_1897_cov_6.252986,18
NODE_7833_length_1038_cov_3.468973,30
NODE_273_length_7368_cov_2.929988,4
NODE_1447_length_2720_cov_1.784991,17
NODE_66_length_15757_cov_2.984078,27
NODE_5724_length_1219_cov_1.514605,17
NODE_7121_length_1088_cov_1.756050,11
NODE_1038_length_3358_cov_2.759612,4
NODE_2679_length_1859_cov_2.799889,18
NODE_2304_length_2040_cov_1.810076,5
NODE_354_length_6439_cov_2.857299,10
NODE_7611_length_1053_cov_1.866733,9
NODE_7188_length_1084_cov_1.482993,14
NODE_6840_length_1108_cov_2.179487,12
NODE_7407_length_1066_cov_2.070227,17
NODE_7179_length_1084_cov_1.892128,12
NODE_7201_length_1083_cov_1.747082,12
NODE_5217_length_1281_cov_1.142741,12
NODE_3575_length_1580_cov_1.626230,9
NODE_2588_length_1897_cov_2.489685,18
NODE_7183_length_1084_cov_1.664723,11
NODE_1380_length_2806_cov_1.612141,14
NODE_8317_length_1005_cov_22.730526,18
NODE_3987_length_1484_cov_1.326802,9
NODE_6054_length_1183_cov_1.796986,9
NODE_6402_length_1149_cov_1.832724,14
NODE_2887_length_1786_cov_1.540150,17
NODE_4168_length_1448_cov_1.359655,14
NODE_6854_length_1107_cov_1.923004,11
NODE_1249_length_2977_cov_1.835729,5
NODE_4058_length_1469_cov_1.526167,30
NODE_6944_length_1101_cov_1.541109,30
NODE_8374_length_1001_cov_1.923890,17
NODE_7916_length_1031_cov_2.858607,17
NODE_4964_length_1318_cov_1.410926,18
NODE_4263_length_1428_cov_2.182083,18
NODE_5596_length_1233_cov_1.670628,5
NODE_6508_length_1140_cov_1.429493,14
NODE_3021_length_1741_cov_1.969751,30
NODE_4221_length_1437_cov_1.827062,30
NODE_3739_length_1539_cov_1.944070,18
NODE_8384_length_1001_cov_1.308668,17
NODE_7154_length_1086_cov_1.712900,12
NODE_3700_length_1548_cov_2.302746,18
NODE_2904_length_1778_cov_2.950087,17
NODE_5213_length_1282_cov_1.506112,21
NODE_3326_length_1645_cov_1.688679,15
NODE_8197_length_1013_cov_1.367432,18
NODE_4974_length_1316_cov_2.210944,12
NODE_6604_length_1130_cov_2.415814,18
NODE_5676_length_1224_cov_1.946108,17
NODE_8217_length_1012_cov_1.500522,12
NODE_1952_length_2263_cov_2.055707,17
NODE_6199_length_1167_cov_17.101619,30
NODE_2162_length_2133_cov_2.893167,10
NODE_1111_length_3208_cov_2.055820,11
NODE_1394_length_2782_cov_2.362670,17
NODE_7021_length_1094_cov_2.457170,18
NODE_3629_length_1567_cov_1.914021,12
NODE_3992_length_1483_cov_1.785714,18
NODE_1485_length_2662_cov_2.626390,18
NODE_6776_length_1116_cov_1.145146,30
NODE_4868_length_1329_cov_2.708006,18
NODE_1403_length_2769_cov_2.331614,10
NODE_6792_length_1114_cov_1.733711,17
NODE_8011_length_1026_cov_0.960865,30
NODE_4806_length_1340_cov_1.152529,14
NODE_7616_length_1053_cov_1.501002,18
NODE_4757_length_1347_cov_1.678793,11
NODE_4711_length_1354_cov_1.585835,14
NODE_8233_length_1011_cov_1.828452,11
