contig_id,cluster_id
NODE_1_length_167895_cov_6.736010.concoct_part_0,27
NODE_1_length_167895_cov_6.736010.concoct_part_1,27
NODE_1_length_167895_cov_6.736010.concoct_part_2,27
NODE_1_length_167895_cov_6.736010.concoct_part_3,27
NODE_1_length_167895_cov_6.736010.concoct_part_4,27
NODE_1_length_167895_cov_6.736010.concoct_part_5,27
NODE_1_length_167895_cov_6.736010.concoct_part_6,27
NODE_1_length_167895_cov_6.736010.concoct_part_7,27
NODE_1_length_167895_cov_6.736010.concoct_part_8,27
NODE_1_length_167895_cov_6.736010.concoct_part_9,27
NODE_1_length_167895_cov_6.736010.concoct_part_10,27
NODE_1_length_167895_cov_6.736010.concoct_part_11,27
NODE_1_length_167895_cov_6.736010.concoct_part_12,27
NODE_1_length_167895_cov_6.736010.concoct_part_13,27
NODE_1_length_167895_cov_6.736010.concoct_part_14,27
NODE_1_length_167895_cov_6.736010.concoct_part_15,27
NODE_2_length_160742_cov_5.743103.concoct_part_0,27
NODE_2_length_160742_cov_5.743103.concoct_part_1,27
NODE_2_length_160742_cov_5.743103.concoct_part_2,27
NODE_2_length_160742_cov_5.743103.concoct_part_3,27
NODE_2_length_160742_cov_5.743103.concoct_part_4,27
NODE_2_length_160742_cov_5.743103.concoct_part_5,27
NODE_2_length_160742_cov_5.743103.concoct_part_6,27
NODE_2_length_160742_cov_5.743103.concoct_part_7,27
NODE_2_length_160742_cov_5.743103.concoct_part_8,27
NODE_2_length_160742_cov_5.743103.concoct_part_9,27
NODE_2_length_160742_cov_5.743103.concoct_part_10,27
NODE_2_length_160742_cov_5.743103.concoct_part_11,27
NODE_2_length_160742_cov_5.743103.concoct_part_12,27
NODE_2_length_160742_cov_5.743103.concoct_part_13,27
NODE_2_length_160742_cov_5.743103.concoct_part_14,27
NODE_2_length_160742_cov_5.743103.concoct_part_15,27
NODE_3_length_159182_cov_6.482853.concoct_part_0,27
NODE_3_length_159182_cov_6.482853.concoct_part_1,27
NODE_3_length_159182_cov_6.482853.concoct_part_2,27
NODE_3_length_159182_cov_6.482853.concoct_part_3,27
NODE_3_length_159182_cov_6.482853.concoct_part_4,27
NODE_3_length_159182_cov_6.482853.concoct_part_5,27
NODE_3_length_159182_cov_6.482853.concoct_part_6,27
NODE_3_length_159182_cov_6.482853.concoct_part_7,27
NODE_3_length_159182_cov_6.482853.concoct_part_8,27
NODE_3_length_159182_cov_6.482853.concoct_part_9,27
NODE_3_length_159182_cov_6.482853.concoct_part_10,27
NODE_3_length_159182_cov_6.482853.concoct_part_11,27
NODE_3_length_159182_cov_6.482853.concoct_part_12,27
NODE_3_length_159182_cov_6.482853.concoct_part_13,27
NODE_3_length_159182_cov_6.482853.concoct_part_14,27
NODE_4_length_147883_cov_6.370295.concoct_part_0,29
NODE_4_length_147883_cov_6.370295.concoct_part_1,29
NODE_4_length_147883_cov_6.370295.concoct_part_2,29
NODE_4_length_147883_cov_6.370295.concoct_part_3,29
NODE_4_length_147883_cov_6.370295.concoct_part_4,29
NODE_4_length_147883_cov_6.370295.concoct_part_5,29
NODE_4_length_147883_cov_6.370295.concoct_part_6,29
NODE_4_length_147883_cov_6.370295.concoct_part_7,29
NODE_4_length_147883_cov_6.370295.concoct_part_8,29
NODE_4_length_147883_cov_6.370295.concoct_part_9,29
NODE_4_length_147883_cov_6.370295.concoct_part_10,29
NODE_4_length_147883_cov_6.370295.concoct_part_11,29
NODE_4_length_147883_cov_6.370295.concoct_part_12,29
NODE_4_length_147883_cov_6.370295.concoct_part_13,29
NODE_5_length_147481_cov_7.531596.concoct_part_0,27
NODE_5_length_147481_cov_7.531596.concoct_part_1,27
NODE_5_length_147481_cov_7.531596.concoct_part_2,27
NODE_5_length_147481_cov_7.531596.concoct_part_3,27
NODE_5_length_147481_cov_7.531596.concoct_part_4,27
NODE_5_length_147481_cov_7.531596.concoct_part_5,27
NODE_5_length_147481_cov_7.531596.concoct_part_6,27
NODE_5_length_147481_cov_7.531596.concoct_part_7,27
NODE_5_length_147481_cov_7.531596.concoct_part_8,27
NODE_5_length_147481_cov_7.531596.concoct_part_9,27
NODE_5_length_147481_cov_7.531596.concoct_part_10,27
NODE_5_length_147481_cov_7.531596.concoct_part_11,27
NODE_5_length_147481_cov_7.531596.concoct_part_12,27
NODE_5_length_147481_cov_7.531596.concoct_part_13,27
NODE_6_length_123749_cov_5.222137.concoct_part_0,30
NODE_6_length_123749_cov_5.222137.concoct_part_1,30
NODE_6_length_123749_cov_5.222137.concoct_part_2,30
NODE_6_length_123749_cov_5.222137.concoct_part_3,30
NODE_6_length_123749_cov_5.222137.concoct_part_4,30
NODE_6_length_123749_cov_5.222137.concoct_part_5,30
NODE_6_length_123749_cov_5.222137.concoct_part_6,30
NODE_6_length_123749_cov_5.222137.concoct_part_7,30
NODE_6_length_123749_cov_5.222137.concoct_part_8,30
NODE_6_length_123749_cov_5.222137.concoct_part_9,30
NODE_6_length_123749_cov_5.222137.concoct_part_10,30
NODE_6_length_123749_cov_5.222137.concoct_part_11,30
NODE_7_length_118470_cov_7.382772.concoct_part_0,29
NODE_7_length_118470_cov_7.382772.concoct_part_1,29
NODE_7_length_118470_cov_7.382772.concoct_part_2,29
NODE_7_length_118470_cov_7.382772.concoct_part_3,29
NODE_7_length_118470_cov_7.382772.concoct_part_4,29
NODE_7_length_118470_cov_7.382772.concoct_part_5,29
NODE_7_length_118470_cov_7.382772.concoct_part_6,29
NODE_7_length_118470_cov_7.382772.concoct_part_7,29
NODE_7_length_118470_cov_7.382772.concoct_part_8,29
NODE_7_length_118470_cov_7.382772.concoct_part_9,29
NODE_7_length_118470_cov_7.382772.concoct_part_10,29
NODE_8_length_102549_cov_6.226599.concoct_part_0,27
NODE_8_length_102549_cov_6.226599.concoct_part_1,27
NODE_8_length_102549_cov_6.226599.concoct_part_2,27
NODE_8_length_102549_cov_6.226599.concoct_part_3,27
NODE_8_length_102549_cov_6.226599.concoct_part_4,27
NODE_8_length_102549_cov_6.226599.concoct_part_5,27
NODE_8_length_102549_cov_6.226599.concoct_part_6,27
NODE_8_length_102549_cov_6.226599.concoct_part_7,27
NODE_8_length_102549_cov_6.226599.concoct_part_8,27
NODE_8_length_102549_cov_6.226599.concoct_part_9,27
NODE_9_length_99018_cov_6.112396.concoct_part_0,29
NODE_9_length_99018_cov_6.112396.concoct_part_1,29
NODE_9_length_99018_cov_6.112396.concoct_part_2,29
NODE_9_length_99018_cov_6.112396.concoct_part_3,29
NODE_9_length_99018_cov_6.112396.concoct_part_4,29
NODE_9_length_99018_cov_6.112396.concoct_part_5,29
NODE_9_length_99018_cov_6.112396.concoct_part_6,29
NODE_9_length_99018_cov_6.112396.concoct_part_7,29
NODE_9_length_99018_cov_6.112396.concoct_part_8,29
NODE_10_length_98280_cov_5.430135.concoct_part_0,27
NODE_10_length_98280_cov_5.430135.concoct_part_1,27
NODE_10_length_98280_cov_5.430135.concoct_part_2,27
NODE_10_length_98280_cov_5.430135.concoct_part_3,27
NODE_10_length_98280_cov_5.430135.concoct_part_4,27
NODE_10_length_98280_cov_5.430135.concoct_part_5,27
NODE_10_length_98280_cov_5.430135.concoct_part_6,27
NODE_10_length_98280_cov_5.430135.concoct_part_7,27
NODE_10_length_98280_cov_5.430135.concoct_part_8,27
NODE_11_length_87222_cov_6.271123.concoct_part_0,27
NODE_11_length_87222_cov_6.271123.concoct_part_1,27
NODE_11_length_87222_cov_6.271123.concoct_part_2,27
NODE_11_length_87222_cov_6.271123.concoct_part_3,27
NODE_11_length_87222_cov_6.271123.concoct_part_4,27
NODE_11_length_87222_cov_6.271123.concoct_part_5,27
NODE_11_length_87222_cov_6.271123.concoct_part_6,27
NODE_11_length_87222_cov_6.271123.concoct_part_7,27
NODE_12_length_83623_cov_7.076644.concoct_part_0,27
NODE_12_length_83623_cov_7.076644.concoct_part_1,27
NODE_12_length_83623_cov_7.076644.concoct_part_2,27
NODE_12_length_83623_cov_7.076644.concoct_part_3,27
NODE_12_length_83623_cov_7.076644.concoct_part_4,27
NODE_12_length_83623_cov_7.076644.concoct_part_5,27
NODE_12_length_83623_cov_7.076644.concoct_part_6,27
NODE_12_length_83623_cov_7.076644.concoct_part_7,27
NODE_13_length_82033_cov_5.789029.concoct_part_0,27
NODE_13_length_82033_cov_5.789029.concoct_part_1,27
NODE_13_length_82033_cov_5.789029.concoct_part_2,27
NODE_13_length_82033_cov_5.789029.concoct_part_3,27
NODE_13_length_82033_cov_5.789029.concoct_part_4,27
NODE_13_length_82033_cov_5.789029.concoct_part_5,27
NODE_13_length_82033_cov_5.789029.concoct_part_6,27
NODE_13_length_82033_cov_5.789029.concoct_part_7,27
NODE_14_length_79832_cov_5.411347.concoct_part_0,27
NODE_14_length_79832_cov_5.411347.concoct_part_1,27
NODE_14_length_79832_cov_5.411347.concoct_part_2,27
NODE_14_length_79832_cov_5.411347.concoct_part_3,27
NODE_14_length_79832_cov_5.411347.concoct_part_4,27
NODE_14_length_79832_cov_5.411347.concoct_part_5,27
NODE_14_length_79832_cov_5.411347.concoct_part_6,27
NODE_15_length_77864_cov_7.013559.concoct_part_0,27
NODE_15_length_77864_cov_7.013559.concoct_part_1,27
NODE_15_length_77864_cov_7.013559.concoct_part_2,27
NODE_15_length_77864_cov_7.013559.concoct_part_3,27
NODE_15_length_77864_cov_7.013559.concoct_part_4,27
NODE_15_length_77864_cov_7.013559.concoct_part_5,27
NODE_15_length_77864_cov_7.013559.concoct_part_6,27
NODE_16_length_77255_cov_5.194573.concoct_part_0,0
NODE_16_length_77255_cov_5.194573.concoct_part_1,0
NODE_16_length_77255_cov_5.194573.concoct_part_2,0
NODE_16_length_77255_cov_5.194573.concoct_part_3,0
NODE_16_length_77255_cov_5.194573.concoct_part_4,0
NODE_16_length_77255_cov_5.194573.concoct_part_5,0
NODE_16_length_77255_cov_5.194573.concoct_part_6,0
NODE_17_length_73411_cov_4.839959.concoct_part_0,0
NODE_17_length_73411_cov_4.839959.concoct_part_1,0
NODE_17_length_73411_cov_4.839959.concoct_part_2,0
NODE_17_length_73411_cov_4.839959.concoct_part_3,0
NODE_17_length_73411_cov_4.839959.concoct_part_4,0
NODE_17_length_73411_cov_4.839959.concoct_part_5,0
NODE_17_length_73411_cov_4.839959.concoct_part_6,0
NODE_18_length_71998_cov_17.570021.concoct_part_0,22
NODE_18_length_71998_cov_17.570021.concoct_part_1,22
NODE_18_length_71998_cov_17.570021.concoct_part_2,22
NODE_18_length_71998_cov_17.570021.concoct_part_3,22
NODE_18_length_71998_cov_17.570021.concoct_part_4,22
NODE_18_length_71998_cov_17.570021.concoct_part_5,22
NODE_18_length_71998_cov_17.570021.concoct_part_6,22
NODE_19_length_71493_cov_4.794521.concoct_part_0,27
NODE_19_length_71493_cov_4.794521.concoct_part_1,0
NODE_19_length_71493_cov_4.794521.concoct_part_2,0
NODE_19_length_71493_cov_4.794521.concoct_part_3,0
NODE_19_length_71493_cov_4.794521.concoct_part_4,0
NODE_19_length_71493_cov_4.794521.concoct_part_5,0
NODE_19_length_71493_cov_4.794521.concoct_part_6,0
NODE_20_length_68150_cov_5.226037.concoct_part_0,27
NODE_20_length_68150_cov_5.226037.concoct_part_1,27
NODE_20_length_68150_cov_5.226037.concoct_part_2,27
NODE_20_length_68150_cov_5.226037.concoct_part_3,27
NODE_20_length_68150_cov_5.226037.concoct_part_4,27
NODE_20_length_68150_cov_5.226037.concoct_part_5,27
NODE_21_length_66417_cov_6.535095.concoct_part_0,29
NODE_21_length_66417_cov_6.535095.concoct_part_1,29
NODE_21_length_66417_cov_6.535095.concoct_part_2,29
NODE_21_length_66417_cov_6.535095.concoct_part_3,29
NODE_21_length_66417_cov_6.535095.concoct_part_4,29
NODE_21_length_66417_cov_6.535095.concoct_part_5,29
NODE_22_length_64578_cov_7.631418.concoct_part_0,29
NODE_22_length_64578_cov_7.631418.concoct_part_1,29
NODE_22_length_64578_cov_7.631418.concoct_part_2,29
NODE_22_length_64578_cov_7.631418.concoct_part_3,29
NODE_22_length_64578_cov_7.631418.concoct_part_4,29
NODE_22_length_64578_cov_7.631418.concoct_part_5,29
NODE_23_length_63743_cov_5.083626.concoct_part_0,27
