contig_id,cluster_id
NODE_1_length_116427_cov_5.328318.concoct_part_0,28
NODE_1_length_116427_cov_5.328318.concoct_part_1,28
NODE_1_length_116427_cov_5.328318.concoct_part_2,28
NODE_1_length_116427_cov_5.328318.concoct_part_3,28
NODE_1_length_116427_cov_5.328318.concoct_part_4,28
NODE_1_length_116427_cov_5.328318.concoct_part_5,28
NODE_1_length_116427_cov_5.328318.concoct_part_6,28
NODE_1_length_116427_cov_5.328318.concoct_part_7,28
NODE_1_length_116427_cov_5.328318.concoct_part_8,28
NODE_1_length_116427_cov_5.328318.concoct_part_9,28
NODE_1_length_116427_cov_5.328318.concoct_part_10,28
NODE_2_length_111504_cov_5.057174.concoct_part_0,32
NODE_2_length_111504_cov_5.057174.concoct_part_1,32
NODE_2_length_111504_cov_5.057174.concoct_part_2,32
NODE_2_length_111504_cov_5.057174.concoct_part_3,32
NODE_2_length_111504_cov_5.057174.concoct_part_4,32
NODE_2_length_111504_cov_5.057174.concoct_part_5,32
NODE_2_length_111504_cov_5.057174.concoct_part_6,32
NODE_2_length_111504_cov_5.057174.concoct_part_7,32
NODE_2_length_111504_cov_5.057174.concoct_part_8,32
NODE_2_length_111504_cov_5.057174.concoct_part_9,32
NODE_2_length_111504_cov_5.057174.concoct_part_10,32
NODE_3_length_106192_cov_7.154621.concoct_part_0,28
NODE_3_length_106192_cov_7.154621.concoct_part_1,28
NODE_3_length_106192_cov_7.154621.concoct_part_2,28
NODE_3_length_106192_cov_7.154621.concoct_part_3,28
NODE_3_length_106192_cov_7.154621.concoct_part_4,28
NODE_3_length_106192_cov_7.154621.concoct_part_5,28
NODE_3_length_106192_cov_7.154621.concoct_part_6,28
NODE_3_length_106192_cov_7.154621.concoct_part_7,28
NODE_3_length_106192_cov_7.154621.concoct_part_8,28
NODE_3_length_106192_cov_7.154621.concoct_part_9,28
NODE_4_length_95570_cov_7.177585.concoct_part_0,28
NODE_4_length_95570_cov_7.177585.concoct_part_1,28
NODE_4_length_95570_cov_7.177585.concoct_part_2,28
NODE_4_length_95570_cov_7.177585.concoct_part_3,28
NODE_4_length_95570_cov_7.177585.concoct_part_4,28
NODE_4_length_95570_cov_7.177585.concoct_part_5,28
NODE_4_length_95570_cov_7.177585.concoct_part_6,28
NODE_4_length_95570_cov_7.177585.concoct_part_7,28
NODE_4_length_95570_cov_7.177585.concoct_part_8,28
NODE_5_length_90105_cov_5.443209.concoct_part_0,32
NODE_5_length_90105_cov_5.443209.concoct_part_1,32
NODE_5_length_90105_cov_5.443209.concoct_part_2,32
NODE_5_length_90105_cov_5.443209.concoct_part_3,32
NODE_5_length_90105_cov_5.443209.concoct_part_4,32
NODE_5_length_90105_cov_5.443209.concoct_part_5,32
NODE_5_length_90105_cov_5.443209.concoct_part_6,32
NODE_5_length_90105_cov_5.443209.concoct_part_7,32
NODE_5_length_90105_cov_5.443209.concoct_part_8,32
NODE_6_length_80857_cov_5.462451.concoct_part_0,32
NODE_6_length_80857_cov_5.462451.concoct_part_1,32
NODE_6_length_80857_cov_5.462451.concoct_part_2,32
NODE_6_length_80857_cov_5.462451.concoct_part_3,32
NODE_6_length_80857_cov_5.462451.concoct_part_4,32
NODE_6_length_80857_cov_5.462451.concoct_part_5,32
NODE_6_length_80857_cov_5.462451.concoct_part_6,32
NODE_6_length_80857_cov_5.462451.concoct_part_7,32
NODE_7_length_80069_cov_6.613155.concoct_part_0,28
NODE_7_length_80069_cov_6.613155.concoct_part_1,28
NODE_7_length_80069_cov_6.613155.concoct_part_2,28
NODE_7_length_80069_cov_6.613155.concoct_part_3,28
NODE_7_length_80069_cov_6.613155.concoct_part_4,28
NODE_7_length_80069_cov_6.613155.concoct_part_5,28
NODE_7_length_80069_cov_6.613155.concoct_part_6,28
NODE_7_length_80069_cov_6.613155.concoct_part_7,32
NODE_8_length_78877_cov_4.826914.concoct_part_0,32
NODE_8_length_78877_cov_4.826914.concoct_part_1,32
NODE_8_length_78877_cov_4.826914.concoct_part_2,32
NODE_8_length_78877_cov_4.826914.concoct_part_3,32
NODE_8_length_78877_cov_4.826914.concoct_part_4,32
NODE_8_length_78877_cov_4.826914.concoct_part_5,32
NODE_8_length_78877_cov_4.826914.concoct_part_6,32
NODE_9_length_77320_cov_5.743221.concoct_part_0,32
NODE_9_length_77320_cov_5.743221.concoct_part_1,32
NODE_9_length_77320_cov_5.743221.concoct_part_2,32
NODE_9_length_77320_cov_5.743221.concoct_part_3,32
NODE_9_length_77320_cov_5.743221.concoct_part_4,32
NODE_9_length_77320_cov_5.743221.concoct_part_5,32
NODE_9_length_77320_cov_5.743221.concoct_part_6,32
NODE_10_length_76276_cov_5.777004.concoct_part_0,28
NODE_10_length_76276_cov_5.777004.concoct_part_1,28
NODE_10_length_76276_cov_5.777004.concoct_part_2,28
NODE_10_length_76276_cov_5.777004.concoct_part_3,28
NODE_10_length_76276_cov_5.777004.concoct_part_4,28
NODE_10_length_76276_cov_5.777004.concoct_part_5,28
NODE_10_length_76276_cov_5.777004.concoct_part_6,28
NODE_11_length_75970_cov_6.714154.concoct_part_0,28
NODE_11_length_75970_cov_6.714154.concoct_part_1,28
NODE_11_length_75970_cov_6.714154.concoct_part_2,28
NODE_11_length_75970_cov_6.714154.concoct_part_3,28
NODE_11_length_75970_cov_6.714154.concoct_part_4,28
NODE_11_length_75970_cov_6.714154.concoct_part_5,28
NODE_11_length_75970_cov_6.714154.concoct_part_6,28
NODE_12_length_70543_cov_6.329432.concoct_part_0,28
NODE_12_length_70543_cov_6.329432.concoct_part_1,28
